Energy (MeV/u)	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	2 - ATIMA 1.2  LS-theory (recommended for high energy)	3 - ATIMA 1.2  without LS-correction	4 - Range straggling - method [0] - LISE	5 - Range straggling - method [1] - Atima	6 - Lateral range - method [0] - LISE	7 - Lateral range - method [1] - Atima	8 - Lateral range - method [2] - PDG
0.000000	-	-	-	-	-	-	-	-	-
0.002500	0.0684956 	0.068431  	0.0708001 	0.0708001 	0.00764425	0.00764425	0.00023549	0.000366408	0.000178029
0.005000	0.120391  	0.120242  	0.124461  	0.124461  	0.00842339	0.00842339	0.000519502	0.000796871	0.000399025
0.007500	0.159805  	0.15959   	0.165242  	0.165242  	0.0084425 	0.0084425 	0.000785458	0.00119155	0.000610375
0.010000	0.194975  	0.194703  	0.20164   	0.20164   	0.00851905	0.00851905	0.00104639	0.00157592	0.000819158
0.012500	0.224713  	0.224392  	0.232325  	0.232325  	0.00868935	0.00868935	0.00130234	0.00194924	0.00102581
0.015000	0.254451  	0.254082  	0.26301   	0.26301   	0.00885965	0.00885965	0.0015583 	0.00232255	0.00123246
0.017500	0.280362  	0.279951  	0.289424  	0.289424  	0.0090771 	0.0090771 	0.00181102	0.00268814	0.00143797
0.020000	0.306274  	0.30582   	0.315838  	0.315838  	0.00929454	0.00929454	0.00206375	0.00305372	0.00164348
0.022500	0.329884  	0.329391  	0.339455  	0.339455  	0.00951848	0.00951848	0.00231564	0.00341593	0.00184935
0.025000	0.353493  	0.352962  	0.363071  	0.363071  	0.00974242	0.00974242	0.00256754	0.00377814	0.00205522
0.027500	0.375607  	0.375039  	0.385031  	0.385031  	0.0099693 	0.0099693 	0.00282413	0.00414488	0.002266  
0.030000	0.397721  	0.397117  	0.40699   	0.40699   	0.0101962 	0.0101962 	0.00308073	0.00451162	0.00247679
0.032500	0.418827  	0.418188  	0.428079  	0.428079  	0.0104316 	0.0104316 	0.0033472 	0.00489001	0.00269684
0.035000	0.439933  	0.43926   	0.449168  	0.449168  	0.010667  	0.010667  	0.00361367	0.0052684 	0.00291689
0.037500	0.460356  	0.45965   	0.469648  	0.469648  	0.0109088 	0.0109088 	0.00389127	0.00566034	0.00314717
0.040000	0.480779  	0.480039  	0.490129  	0.490129  	0.0111505 	0.0111505 	0.00416886	0.00605228	0.00337745
0.042500	0.500744  	0.499972  	0.510187  	0.510187  	0.0113979 	0.0113979 	0.00445877	0.00645949	0.00361892
0.045000	0.52071   	0.519904  	0.530245  	0.530245  	0.0116454 	0.0116454 	0.00474868	0.0068667 	0.00386038
0.047500	0.540382  	0.539544  	0.55002   	0.55002   	0.0118984 	0.0120845 	0.00505108	0.00728939	0.00411317
0.050000	0.560054  	0.559184  	0.569795  	0.569795  	0.0121515 	0.0125237 	0.00535347	0.00771208	0.00436596
0.052500	0.579555  	0.578653  	0.589392  	0.589392  	0.0124106 	0.0130443 	0.00566947	0.00815177	0.00463102
0.055000	0.599056  	0.598123  	0.60899   	0.60899   	0.0126697 	0.0135648 	0.00598546	0.00859146	0.00489608
0.057500	0.61848   	0.617515  	0.628493  	0.628493  	0.0129353 	0.0140609 	0.00631553	0.00904875	0.00517382
0.060000	0.637904  	0.636906  	0.647997  	0.647997  	0.0132008 	0.0145571 	0.0066456 	0.00950603	0.00545156
