Energy (MeV/u)	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	2 - ATIMA 1.2  LS-theory (recommended for high energy)	3 - ATIMA 1.2  without LS-correction	4 - Range straggling - method [0] - LISE	5 - Range straggling - method [1] - Atima	6 - Lateral range - method [0] - LISE	7 - Lateral range - method [1] - Atima	8 - Lateral range - method [2] - PDG
10.000000	193.559   	199.143   	190.723   	190.723   	1.06294   	0.653147  	0.225383  	0.2625    	0.214127  
10.250000	201.959   	207.522   	198.893   	198.888   	1.1113    	0.680517  	0.233741  	0.271362  	0.222299  
10.500000	210.359   	215.9     	207.064   	207.054   	1.15966   	0.707888  	0.242099  	0.280224  	0.230471  
10.750000	218.759   	224.279   	215.234   	215.22    	1.20801   	0.735259  	0.250457  	0.289086  	0.238643  
11.000000	227.159   	232.658   	223.405   	223.385   	1.25637   	0.76263   	0.258815  	0.297949  	0.246815  
11.250000	236.173   	241.629   	232.203   	232.169   	1.30902   	0.792104  	0.267953  	0.307594  	0.255756  
11.500000	245.188   	250.6     	241.001   	240.953   	1.36168   	0.821578  	0.27709   	0.317239  	0.264696  
11.750000	254.202   	259.572   	249.799   	249.737   	1.41434   	0.851051  	0.286228  	0.326884  	0.273637  
12.000000	263.216   	268.543   	258.597   	258.521   	1.467     	0.880525  	0.295366  	0.336529  	0.282577  
12.250000	272.837   	278.103   	268.02    	267.92    	1.52392   	0.912077  	0.305271  	0.346937  	0.292276  
12.500000	282.458   	287.663   	277.442   	277.319   	1.58084   	0.943628  	0.315175  	0.357345  	0.301974  
12.750000	292.08    	297.223   	286.864   	286.718   	1.63777   	0.97518   	0.32508   	0.367752  	0.311673  
13.000000	301.701   	306.783   	296.286   	296.117   	1.69469   	1.00673   	0.334985  	0.37816   	0.321372  
13.250000	311.922   	316.928   	306.328   	306.128   	1.75585   	1.04032   	0.345648  	0.389315  	0.331821  
13.500000	322.142   	327.073   	316.371   	316.139   	1.817     	1.07391   	0.35631   	0.400469  	0.34227   
13.750000	332.363   	337.217   	326.413   	326.15    	1.87816   	1.1075    	0.366973  	0.411624  	0.352719  
14.000000	342.584   	347.362   	336.455   	336.161   	1.93932   	1.14109   	0.377635  	0.422778  	0.363169  
14.250000	353.398   	358.087   	347.113   	346.78    	2.00466   	1.17667   	0.389044  	0.434662  	0.374359  
