Energy (MeV/u)	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	2 - ATIMA 1.2  LS-theory (recommended for high energy)	3 - ATIMA 1.2  without LS-correction	4 - Range straggling - method [0] - LISE	5 - Range straggling - method [1] - Atima	6 - Lateral range - method [0] - LISE	7 - Lateral range - method [1] - Atima	8 - Lateral range - method [2] - PDG
1.000000	8.26862   	8.72989   	9.08543   	9.08543   	0.0519639 	0.037341  	0.0551295 	0.0779183 	0.047749  
1.025000	8.48553   	8.95895   	9.31478   	9.31478   	0.0530321 	0.0381135 	0.056119  	0.0791653 	0.0486679 
1.050000	8.70245   	9.18801   	9.54413   	9.54413   	0.0541003 	0.0388861 	0.0571084 	0.0804123 	0.0495868 
1.075000	8.91936   	9.41707   	9.77347   	9.77347   	0.0551685 	0.0396587 	0.0580979 	0.0816593 	0.0505058 
1.100000	9.13627   	9.64613   	10.0028   	10.0028   	0.0562367 	0.0404313 	0.0590873 	0.0829063 	0.0514247 
1.125000	9.35319   	9.87519   	10.2322   	10.2322   	0.0573049 	0.0412038 	0.0600767 	0.0841533 	0.0523436 
1.150000	9.5701    	10.1042   	10.4615   	10.4615   	0.0583731 	0.0419764 	0.0610662 	0.0854003 	0.0532625 
1.175000	9.78701   	10.3333   	10.6909   	10.6909   	0.0594412 	0.042749  	0.0620556 	0.0866473 	0.0541814 
1.200000	10.0039   	10.5624   	10.9202   	10.9202   	0.0605094 	0.0435215 	0.0630451 	0.0878943 	0.0551004 
1.225000	10.2208   	10.7914   	11.1496   	11.1496   	0.0615776 	0.0442941 	0.0640345 	0.0891413 	0.0560193 
1.250000	10.4378   	11.0205   	11.3789   	11.3789   	0.0626458 	0.0450667 	0.0650239 	0.0903883 	0.0569382 
1.275000	10.6684   	11.264    	11.6229   	11.6229   	0.0638062 	0.0458931 	0.0658434 	0.0913862 	0.0577115 
1.300000	10.899    	11.5075   	11.8669   	11.8669   	0.0649666 	0.0467194 	0.0666629 	0.092384  	0.0584847 
1.325000	11.1296   	11.751    	12.1109   	12.1109   	0.066127  	0.0475458 	0.0674823 	0.0933819 	0.059258  
